68,对话,,『你父母没有说过吗，不要随便和陌生人说话，更不可以跟着陌生人走。如果我是坏人呢？』,,,,,,,,,,,,,,,,,
69,对话,？？,『我知道你不是坏人……』,,,,,,,,,,,,,,,,,
70,旁白,,啊啊，别哭啊！我又没有欺负你！被别人看到我该怎么解释呢！,,,,,,,,,,,,,,,,,
71,对话,,『天快黑了，你快回家吧。一个人在外面会让爸爸妈妈担心的。或者，你家在哪里，我可以送你回去？』,,,,,,,,,,,,,,,,,
72,对话,？？,『他们在吵架，回去了也会被骂的……而且他们根本就不在乎我回不回去……连我不在了都不会留意到的……』,,,,,,,,,,,,,,,,,
73,旁白,,忽然想到一个遥远的人。说着“没有人在乎我的”，脸上却是拼命遮掩但仍流露出但落寞的表情。,,,,,,,,,,,,,,,,,
74,旁白,,仿佛在看见年幼的她向我求救。,,,,,,,,,,,,,,,,,
75,旁白,,心脏忽然有一点痛。,,,,,,,,,,,,,,,,,
76,旁白,,不然把她暂时安置在家里，然后报警联系警察？或者明天自己帮她去找她的父母？,,,,,,,,,,,,,,,,,
77,旁白,,等她情绪稳定下来，问问她父母的电话和家庭地址吧，留一天也没关系。,,,,,,,,,,,,,,,,,
78,旁白,,好，就这样决定了。,,,,,,,,,,,,,,,,,
79,对话,,『那就跟着我吧。只能够留你一天。明天我就会联系你的父母，送你回家。放心，我会帮你劝一下他们的。』,,,,,,,,,,,,,,,,,
80,对话,,『走吧。』,,,,,,,,,,,,,,,,,
81,转场,,,,,,,,,,,,,,,,,,,
82,旁白,,回家的石板路上，听着身后毫无掩饰雀跃心情蹦跶在我身后的脚步声，我突然有些后悔。,,,,,,,,,,,,,,,,,
83,旁白,,我仍搞不清自己刚刚究竟是被什么力量蛊惑了。,,,,,,,,,,,,,,,,,
84,旁白,,这……是我想要弥补的方式吗？,,,,,,,,,,,,,,,,,
85,旁白,,夕阳把我们的影子拉长，平日只是自己的影子，瘦长一条，看影子都能觉出本人的沉闷。,,,,,,,,,,,,,,,,,
86,旁白,,现在身边多了一条矮了不是一星半点的欢快影子，我盯着棕色的一大一小两个影子，有种奇妙的感觉升上来。,,,,,,,,,,,,,,,,,
87,转场,,,,,,,,,,,,,,,,,,,
88,对话,,『喂，我说，水煮蔬菜吃吗？』,,,,,,,,,,,,,,,,,
89,对话,？？,『吃！』,,,,,,,,,,,,,,,,,
90,旁白,,她进了院子后便东张西望，觉得一切都新奇有趣。我在厨房也能听见她在院子里探索的声响。,,,,,,,,,,,,,,,,,
91,旁白,,其实哪有什么有趣的玩意，不过是一个普通成年人过着既无趣又无意义的生活之处,,,,,,,,,,,,,,,,,
92,旁白,,听到我要煮饭，便跑进了厨房看我备菜。,,,,,,,,,,,,,,,,,
93,对话,,『忘了问，你叫什么名字？』,,,,,,,,,,,,,,,,,
94,对话,树,『树！』,,,,,,,,,,,,,,,,,
95,对话,,『树？树木的树？』,,,,,,,,,,,,,,,,,
96,对话,树,『是！木，又，寸。』,,,,,,,,,,,,,,,,,
97,对话,,『姓呢？』,,,,,,,,,,,,,,,,,
98,对话,树,『没有。』,,,,,,,,,,,,,,,,,
99,对话,,『怎么可能没有姓。不坦诚的话，马上就让警察叔叔来送你回家哦。』,,,,,,,,,,,,,,,,,
100,对话,树,『不喜欢爸爸妈妈……不想要他们的姓。』,,,,,,,,,,,,,,,,,
101,旁白,,我心里咯噔一下。看来这个话题，还要等她信任我了才能去聊。,,,,,,,,,,,,,,,,,
102,旁白,,暂且就叫树吧。冷静下来一想，到底要怎么安置她是个问题。,,,,,,,,,,,,,,,,,
103,旁白,,真的报警，叫警察来处理吗？还是取得她的信任之后，问到她父母的电话，将她送回家呢？,,,,,,,,,,,,,,,,,
104,旁白,,对了，等会儿可以和杏子讲讲这件事。身为女性的她更有亲和力，说不定这孩子会对她敞开心扉呢。,,,,,,,,,,,,,,,,,
105,旁白,,处理着纷乱的思绪，把饭做好了。,,,,,,,,,,,,,,,,,
106,旁白,,晶莹的白米饭，盛在冰裂纹天青色的瓷碗里。色彩分明的各式蔬菜躺在素白盘上。胡萝卜、西兰花、番茄、木耳，,,,,,,,,,,,,,,,,,
107,旁白,,煮这几样这是因为家里恰好有罢了，构不成什么菜式。因为对吃的方面不甚重视，只是用水煮蔬菜，煮的烂熟。烂熟的蔬菜，吃进胃里，会稍微有些暖意。,,,,,,,,,,,,,,,,,
108,旁白,,一般食物最原本的味道，没有辣，没有麻，没有能挑逗人类味蕾之处，这样的菜一般说来激不起正年轻的人的兴趣。,,,,,,,,,,,,,,,,,
109,旁白,,但是树...又吃得如此欢快、明明只是蔬菜啊？我觉得新奇，听着她吃饭的声响。果然快乐的人吃什么都是很开心的吗？,,,,,,,,,,,,,,,,,
110,旁白,,之前也有一个人很喜欢吃我做的饭。她离开了之后，我就变成自己一个人吃饭了，像失去了味觉一般地尝不出好坏。,,,,,,,,,,,,,,,,,
111,旁白,,第一次和工作的同伴们在家里聚餐的时候，他们吐槽我做的菜“完全没味道嘛”，之后就完全不让我做菜了。,,,,,,,,,,,,,,,,,
112,旁白,,看了看，天青色餐具配白饭，果然一如既往的暗淡无光。,,,,,,,,,,,,,,,,,
113,对话,树,『叔叔，我吃完了！』,,,,,,,,,,,,,,,,,
114,旁白,,叔叔？你十四五岁没错，我也还差四五才到三十呐。,,,,,,,,,,,,,,,,,
115,对话,,是哥哥！,,,,,,,,,,,,,,,,,
116,旁白,,树盯了我两秒没做声，转身跑进了院子。,,,,,,,,,,,,,,,,,
